tag,title,lat,lon
257,Avalon / 69th,33.97717,-118.26532
258,Avalon / 76th,33.9711799,-118.2653099
259,Avalon / 79th,33.9675899,-118.2652899
260,Avalon / 83rd,33.9638999,-118.2652799
261,Avalon / 87th,33.9581999,-118.26527
262,Avalon / 88th,33.95629,-118.2652799
263,Avalon / 90th,33.9548299,-118.26528
264,Avalon / 92nd,33.9530399,-118.26529
265,Avalon / 94th,33.95092,-118.2652999
266,Avalon / 98th,33.94761,-118.2653
267,Hill / 3rd,34.0518199,-118.24911
268,Avalon / Alondra,33.88582,-118.26514
269,Avalon / San Pedro,33.8880299,-118.26517
270,Avalon / Carson,33.8319399,-118.26353
271,7th / Grand,33.73779,-118.29029
272,Avalon / Century,33.9457799,-118.26531
273,Avalon / Colden,33.94938,-118.2653
274,Avalon / Compton,33.8950199,-118.26513
275,Avalon / Del Amo,33.8478199,-118.26463
276,Van Nuys / Nordhoff,34.2356999,-118.45009
277,Avalon / El Segundo,33.9162199,-118.26509
278,Hill / 6th,34.04756,-118.2530999
279,Avalon / El Segundo,33.9165699,-118.26539
280,Avalon / Florence,33.9749099,-118.26532
281,Avalon / Gage,33.9822,-118.26532
282,Avalon / Gardena,33.88218,-118.26441
283,Avalon / Imperial,33.9308699,-118.265
284,Avalon / Imperial,33.9312199,-118.26531
285,Avalon / Manchester,33.96031,-118.26526
286,Avalon / Redondo Beach,33.8930499,-118.26515
287,Avalon / Rosecrans,33.9023199,-118.26541
288,Avalon / Sepulveda,33.8085599,-118.2639499
289,Avalon / Slauson,33.98868,-118.2653799
290,Victoria / Avalon,33.86713,-118.2659099
291,Avalon / Elsmere,33.85363,-118.26539
292,Avalon Station,33.9275899,-118.26533
293,Avalon / Realty,33.8060599,-118.2638799
294,Avalon / 116th,33.92932,-118.2653199
295,Avalon / Scottsdale,33.8125199,-118.2638
297,Avalon / Q,33.7952499,-118.2634799
298,Avalon / Walnut,33.8761099,-118.26523
300,Ave 26 / Lacy - Lincoln / Cypress Statio,34.0817999,-118.2201299
301,Avenue San Luis / Dunman,34.1622999,-118.62855
303,Avenue San Luis / Valley Circle,34.1588199,-118.63635
304,East La. College,34.0397899,-118.1492199
305,Avenida Cesar Chavez / Collegian,34.0382599,-118.1473999
306,Avenida Cesar Chavez / Schoolside,34.04006,-118.1506
307,Avenida Cesar Chavez / Vancouver,34.0405099,-118.15638
308,Avenida Cesar Chavez / Westcott,34.0405299,-118.1535399
309,East La. College,34.03962,-118.14949
312,Imperial / Aviation,33.93079,-118.3782099
313,Aviation / 104th,33.94186,-118.37833
314,Aviation / 111th,33.9341599,-118.37832
317,Avalon / 111th,33.93407,-118.26531
319,Superior Court House / Pacific Concourse,33.9276999,-118.37204
320,Balboa / Citronia,34.2464999,-118.50228
321,Balboa / Roscoe,34.2214799,-118.50251
322,Balboa / Soccer Fields,34.17845,-118.50101
323,Balboa / Tupper,34.2396599,-118.50235
324,Balboa / San Fernando Mission,34.27185,-118.5020499
326,Balboa / Burbank,34.1725199,-118.50095
327,Balboa / Chatsworth,34.2650499,-118.50211
328,Balboa / Devonshire,34.2577999,-118.50218
329,Balboa / Hart,34.19782,-118.50097
330,Balboa / Haynes,34.1896099,-118.5009599
331,Balboa / Haynes,34.1890599,-118.5012699
332,Balboa / Index,34.2757999,-118.50202
333,Balboa / Lassen,34.2501,-118.5022599
334,Balboa / Lorillard,34.2839499,-118.50194
336,Balboa / Mayall,34.2541499,-118.50222
337,Balboa / Midwood,34.28743,-118.5019099
339,Balboa / Moorpark,34.1602999,-118.50093
340,Balboa / Parthenia,34.22877,-118.5024399
341,Balboa / Plummer,34.2428099,-118.50231
342,Balboa / Rayen,34.2319899,-118.50241
343,Rinaldi / Balboa,34.27941,-118.50197
344,Balboa / San Jose,34.2614199,-118.50215
345,Balboa / Saticoy,34.2081499,-118.5009799
346,Balboa / Sherman Way,34.20145,-118.50097
347,Balboa / Stagg,34.2133,-118.50098
348,Balboa / Strathern,34.21582,-118.50098
349,Balboa / Tulsa,34.2682799,-118.50208
350,Balboa / Valerio,34.20493,-118.50097
351,Balboa / Vanowen,34.1941799,-118.50096
352,Balboa Blvd / Ventura Fwy,34.1703,-118.50095
353,Balboa / Victory,34.1863599,-118.50095
354,Baldwin / Daines,34.1003699,-118.0508799
355,Baldwin / Garibaldi,34.11159,-118.05314
356,Baldwin / La Rosa,34.09473,-118.04974
357,Baldwin / Las Tunas,34.1073799,-118.0523
358,Baldwin / Live Oak,34.10443,-118.0517
359,Baldwin / Olive,34.09923,-118.05065
360,Baldwin / Camino Real,34.12194,-118.0552499
361,Baldwin / Duarte,34.12582,-118.0550199
362,Baldwin / Lemon,34.11875,-118.05458
363,Baldwin / Longden,34.11515,-118.05385
364,Laurel Canyon / Paxton,34.2647399,-118.4382399
365,Barham / Lake Hollywood,34.13253,-118.3444099
366,Barham / Forest Lawn,34.14296,-118.3416899
369,Paramount / Montebello,34.0346199,-118.0910099
370,Beach / 9th,33.8650999,-117.9982499
371,Beach / 11th,33.8630999,-117.9982299
375,Beach / Orangethorpe,33.85921,-117.99818
376,Wax Museum,33.8512499,-117.9980599
378,Harbor Beacon Park Ride - SB,33.7468999,-118.28047
381,Bellevue / Douglas,34.0682799,-118.2557799
383,Bellevue / Glendale,34.0704499,-118.2611399
384,Bellevue / Laveta,34.0695,-118.25849
386,Bellflower / Arthurdale,33.90645,-118.12517
387,San Gabriel / Sierra Bonita,34.0492499,-118.09064
388,Bellflower / Somerset,33.8968699,-118.12515
389,Bellflower / Foster,33.91004,-118.12518
390,Bellflower / Imperial,33.9168399,-118.12523
392,Bellflower / Jefferson,33.8928699,-118.12513
393,Bellflower / Lakewood,33.9332799,-118.1253199
394,Bellflower / Linden,33.89102,-118.12513
396,Bellflower / Rosecrans,33.90178,-118.12516
397,Cesar E Chavez / Eastern,34.0404299,-118.17327
398,Bellflower / Stewart And Gray,33.9276299,-118.1252499
399,Bellflower / Washburn,33.9241699,-118.1252399
403,Beryl / Harbor,33.8460399,-118.39315
404,Beverly / Hobart,34.0764,-118.3058799
405,Van Nuys / Sherman Way,34.2008099,-118.44887
407,Beverly / Belmont,34.0636499,-118.2632499
413,Beverly / Alvarado,34.0667,-118.27001
415,Beverly / Benton,34.07008,-118.2778
419,Beverly / Hoover,34.0728399,-118.2841499
420,Beverly / Kenmore,34.0764399,-118.29639
421,Beverly / La Brea,34.0763099,-118.3438
424,Canon / Santa Monica,34.0719599,-118.40244
425,Beverly / Normandie,34.0764199,-118.30023
426,Beverly / Park View,34.0681999,-118.2741299
427,Beverly / Reno,34.07149,-118.28105
428,Beverly / Union,34.0646299,-118.2654399
429,Beverly / Vermont,34.0762099,-118.29135
430,Van Nuys / Sherman Way,34.2016299,-118.44858
431,Van Nuys / Magnolia,34.1650899,-118.44876
432,Beverly / Vermont,34.0764699,-118.292
433,Beverly / Virgil,34.0755199,-118.2869599
434,Beverly / Western,34.07639,-118.3088899
440,Van Nuys / Magnolia,34.1646199,-118.44852
442,Beverly / Western,34.07613,-118.30938
450,Bledsoe / Foothill,34.32159,-118.4468599
451,Bledsoe / Gladstone,34.32341,-118.4448399
453,Borden / Beaver,34.30376,-118.43816
454,7th / Hubbard,34.3021199,-118.4360399
455,Borden / Polk,34.3101799,-118.44647
456,Borden / Sayre,34.30481,-118.43952
457,Cesar E Chavez / Mednik,34.0407299,-118.1622
459,Brand / Magnolia,34.13108,-118.25475
460,Brand / Maple,34.1386299,-118.2548099
463,Brand / Monterey,34.1577199,-118.25491
464,Brand / Laurel Canyon,34.27461,-118.4491799
465,Branford / Beachy,34.2338799,-118.423
466,Branford / Canterbury,34.2314799,-118.42627
467,Branford / Dorrington,34.2288499,-118.42994
468,Van Nuys / Saticoy,34.2083299,-118.4486099
469,Cesar E Chavez / Eastern,34.0406899,-118.1739299
470,Pacific Coast / Heathercliff,34.0221499,-118.80904
473,Lincoln Park / Altura,34.0755199,-118.2028899
474,Lincoln Park / Altura,34.07555,-118.20262
475,Spring / 1st,34.0527599,-118.24474
479,Broadway / Martin Luther King Jr,34.0109199,-118.2782099
481,Temple / Hill,34.05621,-118.24436
483,Broadway / Washington,34.0311899,-118.26575
484,Broadway / Avenue 22,34.0734299,-118.21792
485,Long Beach / Alondra,33.88834,-118.2071
487,7th / Alameda,34.0348299,-118.2381899
489,Fulton / Oxnard,34.17914,-118.4225699
491,Fulton / Hatteras,34.17593,-118.4225799
492,Brunswick / Los Feliz,34.12488,-118.26542
493,Fulton / Hatteras,34.17607,-118.42234
494,Brunswick / Verdant,34.13115,-118.2689599
495,Brunswick / Veselich,34.12703,-118.26709
496,Buckingham / Hannum,33.98736,-118.3823399
497,Buckingham / Slauson,33.9887499,-118.38048
498,Buckingham / Sumner,33.9842,-118.3839699
501,Raymond / Del Mar,34.1413299,-118.14893
503,Burbank / Edward Everett Horton,34.1721499,-118.5051299
504,Burbank / Woodman,34.1722799,-118.43152
506,Burbank / Yolanda,34.1724199,-118.54174
507,Burbank / Aldea,34.1721599,-118.5072499
508,Burbank / Balboa,34.1721399,-118.50077
509,Burbank / Bellaire,34.1722799,-118.40971
510,Burbank / Coldwater Canyon,34.17227,-118.41386
511,Burbank / Encino,34.1721799,-118.5143599
512,Burbank / Encino Golf Clubhouse,34.1702499,-118.4982599
513,Burbank / Ethel,34.17227,-118.41834
514,Burbank / Etiwanda,34.1722399,-118.53049
515,Burbank / Hayvenhurst,34.16692,-118.4920099
516,Burbank / Hazeltine,34.17226,-118.4397999
517,Burbank / Lindley,34.17216,-118.52697
518,Burbank / Louise,34.1721699,-118.5094999
519,Burbank / Noble,34.17199,-118.46146
520,Burbank / Ranchito,34.17228,-118.4358099
521,Burbank / Fulton,34.17227,-118.4217499
522,Burbank / Sepulveda,34.1719999,-118.46582
523,Burbank / Sunnyslope,34.17227,-118.42668
524,Burbank / Tyrone,34.17226,-118.4446499
525,Burbank / Van Nuys,34.17226,-118.4483599
526,Burbank / White Oak,34.17218,-118.51819
527,Burbank / Whitsett,34.17228,-118.40553
528,Burbank / Woodley,34.1715299,-118.4758
529,Burbank / Zelzah,34.17214,-118.5216999
533,Burton / Foothill,34.0719599,-118.39624
535,Burton / Doheny,34.0719799,-118.3899
536,San Vicente / La Cienega,34.0705599,-118.3761599
537,Burton / La Peer,34.07199,-118.3868999
538,Burton / Palm,34.07197,-118.3923999
539,Burton / Rexford,34.07194,-118.3985499
546,Cahuenga / Franklin,34.1053199,-118.3306099
547,Strathern / San Fernando Rd,34.2157999,-118.36468
548,Cahuenga / Universal Studios,34.1323299,-118.3530199
549,Cahuenga / Wright,34.11938,-118.3395
551,Cahuenga / Regal Pl,34.13497,-118.36075
552,Cahuenga / Oakcrest,34.1264499,-118.3453699
554,Cahuenga / Barham,34.12867,-118.34731
555,Cahuenga / Barham,34.12843,-118.34745
556,Cahuenga / Broadlawn,34.13297,-118.35566
557,Van Nuys / Burbank,34.1724099,-118.44837
558,Cahuenga / Oakshire,34.1305499,-118.3500599
559,Van Nuys / Orange Line,34.1799699,-118.44847
560,Van Nuys / Victory,34.1869499,-118.4485099
561,California / Martin Luther King Jr,33.9365899,-118.20824
562,California / Duane,33.9486799,-118.20672
563,California / Michigan,33.94162,-118.2076899
564,California / Missouri,33.9464499,-118.20706
565,California / Southern,33.9509399,-118.20641
566,California / Tenaya,33.9389699,-118.20798
567,California / Tweedy,33.9445899,-118.20735
571,Verdugo / Calle Vaquero,34.1638999,-118.23295
572,Canada / Verdugo Park,34.172,-118.2291599
573,Canada / Colina,34.17427,-118.22879
574,Canada / Del Valle,34.1840399,-118.2288899
575,Canada / Glorietta,34.18694,-118.22893
576,Canada / Hillside,34.1771199,-118.2288199
577,Broadway / Martin Luther King Jr,34.0112799,-118.2785199
578,Canada / Opechee,34.18057,-118.22886
579,Canada / Santa Maria,34.19004,-118.2286899
580,Canada / Wabasso,34.1782599,-118.2288399
581,Candlewood / Downey,33.8539599,-118.15139
582,Candlewood / Hayter,33.8538899,-118.14592
583,Candlewood / Lakewood,33.8539099,-118.14303
584,Candlewood / Obispo,33.85395,-118.1549199
585,Canoga / Burbank,34.1731599,-118.59728
586,Canoga / Erwin,34.1829999,-118.5975999
587,Canoga / Trillium Driveway,34.1847499,-118.5976099
588,Ventura / Canoga,34.1680599,-118.5977699
590,Nadeau / Crockett,33.96728,-118.2370799
597,Bloomfield / Park,33.8673799,-118.06355
599,Ventura / Winnetka,34.1709599,-118.57057
602,Carmenita / Mapledale,33.89855,-118.0467199
607,Carmenita / Rosecrans,33.9021799,-118.04674
610,Nadeau / Crockett,33.9674999,-118.23674
613,Cecelia / Atlantic,33.9583099,-118.18423
614,Centinela / Acacia,33.97668,-118.36425
615,Centinela / Sherbourne,33.97633,-118.3818299
616,Centinela / Braddock,33.9893499,-118.4190099
617,Centinela / Edgewood,33.9758399,-118.3545899
618,Centinela / Green Valley,33.97691,-118.38635
620,Centinela / Lucille,33.9830599,-118.4113999
621,Centinela / Marina Fwy,33.9851099,-118.4137899
622,Centinela / Beach,33.97692,-118.36702
623,Centinela / Inglewood,33.97645,-118.36149
624,La Brea / Centinela,33.9760599,-118.35745
625,Central / 24th,34.02037,-118.2540699
627,Central / Jefferson,34.0122599,-118.25634
629,Central / 91 Fwy Westbound Off-Ramp,33.87426,-118.24855
630,La Brea / Exposition,34.0248999,-118.35527
631,Central / Victoria,33.86778,-118.24882
633,Central / Mahalo,33.8708199,-118.2485299
636,Century / Concourse,33.94528,-118.37513
637,Century / Inglewood,33.94532,-118.3609999
638,Century City Terminal / Constellation,34.0566799,-118.41837
639,Ventura Pl / Ventura,34.1442899,-118.39428
640,Century Park East / Santa Monica,34.0624499,-118.4156399
641,Gridley / 184th,33.8643899,-118.0910299
642,183rd / Los Cerritos Center,33.8657499,-118.09531
643,Atlantic / Avenida Cesar Chavez,34.03743,-118.1468199
644,Broadway / Thomas,34.0739099,-118.2054
645,54th / Crenshaw,33.9930399,-118.331
646,Riggin / Atlantic,34.0369499,-118.14612
648,Cesar E Chavez / Mission,34.0540899,-118.22552
650,Cesar E Chavez / Soto,34.0468199,-118.2081499
652,Cesar E Chavez / Vignes,34.05657,-118.23219
653,Hooper / 42nd,34.00679,-118.2522399
655,Alameda / Cesar E Chavez,34.05782,-118.2372599
656,Cesar E Chavez / Alameda,34.0578399,-118.23663
657,Hooper / Vernon,34.0040399,-118.25223
658,Belvedere County Park,34.04049,-118.1585799
659,Cesar E Chavez / Boyle,34.0509499,-118.2173799
